country,url,academic,mathematics and english
Cameroon,https://www.londonmet.ac.uk/international/applying/entry-requirements-by-country/cameroon/,"<table border=""0"">
<tbody>
<tr>
<td>
<h3>Type of course</h3>
</td>
<td>
<h3>Qualification/grade</h3>
</td>
</tr>
<tr>
<td><a href=""/applying/undergraduate/"">Undergraduate</a></td>
<td>
<p>Francophone â Foundation required<br/>Brevet de Technicien SupÃ©rieur or DiplÃ´me Universitaire de Technologie minimum / average score 12-20 on scale of 0-20</p>
<p><span class=""TextRun SCXW205480293 BCX0"" data-contrast=""auto"" lang=""EN-GB"" xml:lang=""EN-GB""><span class=""SpellingError SCXW205480293 BCX0"">BaccalaurÃ©at</span></span><span class=""TextRun SCXW205480293 BCX0"" data-contrast=""auto"" lang=""EN-GB"" xml:lang=""EN-GB""><span class=""NormalTextRun SCXW205480293 BCX0"">/</span></span><span class=""TextRun SCXW205480293 BCX0"" data-contrast=""auto"" lang=""EN-GB"" xml:lang=""EN-GB""><span class=""SpellingError SCXW205480293 BCX0"">BaccalaurÃ©at</span></span><span class=""TextRun SCXW205480293 BCX0"" data-contrast=""auto"" lang=""EN-GB"" xml:lang=""EN-GB""><span class=""NormalTextRun SCXW205480293 BCX0""> de </span></span><span class=""TextRun SCXW205480293 BCX0"" data-contrast=""auto"" lang=""EN-GB"" xml:lang=""EN-GB""><span class=""SpellingError SCXW205480293 BCX0"">Technicien</span></span><span class=""TextRun SCXW205480293 BCX0"" data-contrast=""auto"" lang=""EN-GB"" xml:lang=""EN-GB""><span class=""NormalTextRun SCXW205480293 BCX0""> with minimum/average between 14-20 on a scale of 0-20<br/><br/>Anglophone schools will do O and A levels considered equivalent to UK O and A levels.</span></span></p>
</td>
</tr>
<tr>
<td><a href=""/courses/extended-degrees/"">Four-year degree including a foundation year</a></td>
<td>
<p>Students who fall slightly below the standard requirements for an undergraduate course may be considered for an available or appropriate foundation year degree programme.</p>
</td>
</tr>
<tr>
<td><a href=""/courses/postgraduate/"">Postgraduate</a></td>
<td>
<p>Licence, Bachelor's or DiplÃ´me d'Etudes Superieures de Commerce (DESC) or DiplÃ´me d'IngÃ©nieur.</p>
<p>Grade: Minimum/average score of 12-20 on a scale of 0-20<br/><br/><span class=""TextRun SCXW102466230 BCX0"" data-contrast=""auto"" lang=""EN-GB"" xml:lang=""EN-GB""><span class=""NormalTextRun SCXW102466230 BCX0"">2.2 minimum in Anglophone system or University of </span></span><span class=""TextRun SCXW102466230 BCX0"" data-contrast=""auto"" lang=""EN-GB"" xml:lang=""EN-GB""><span class=""SpellingError SCXW102466230 BCX0"">Buea</span></span><span class=""TextRun SCXW102466230 BCX0"" data-contrast=""auto"" lang=""EN-GB"" xml:lang=""EN-GB""><span class=""NormalTextRun SCXW102466230 BCX0"">.</span></span><span class=""EOP SCXW102466230 BCX0"" data-ccp-props='{""201341983"":0,""335559740"":259}'> </span></p>
</td>
</tr>
<tr>
<td><a href=""/courses/international-foundation-programme/"">International Foundation Programme</a></td>
<td>
<p>BaccalaurÃ©at/BaccalaurÃ©at de Technicien </p>
<p>Grade: minimum/average between 12-20 on a scale of 0-20</p>
</td>
</tr>
</tbody>
</table>","<table border=""0"">
<tbody>
<tr>
<td>
<h3>Subject</h3>
</td>
<td>
<h3>Qualification/grade</h3>
</td>
</tr>
<tr>
<td>English</td>
<td>Applicants who require a student visa must provide a Secured English Language Test (SELT) such as Academic IELTS or Pearson PTE Academic qualification. Please see our <a href=""/international/applying/english-language-requirements/"">English language requirements</a>.</td>
</tr>
<tr>
<td>Mathematics (if applicable to your course)</td>
<td>BaccalaurÃ©at/BaccalaurÃ©at de Technicien â grade 12 out of 20</td>
</tr>
</tbody>
</table>"
Canada,https://www.londonmet.ac.uk/international/applying/entry-requirements-by-country/canada/,"<table border=""0"" style=""width: 100%; border-width: 0px;"">
<tbody>
<tr>
<td>
<h3>Type of course</h3>
</td>
<td>
<h3>Qualification/grade</h3>
</td>
</tr>
<tr>
<td><a href=""/applying/undergraduate/"">Undergraduate</a></td>
<td>
<p>A completed High School Diploma from the following region with the indicated grades/scores:</p>
<ul>
<li><strong>Alberta</strong>: 50% or above in five subjects</li>
<li><strong>British Columbia</strong>: 60% or above in five subjects</li>
<li><strong>Manitoba</strong>: Five credits at 300 level AND 56% in four subjects</li>
<li><strong>New</strong> <strong>Brunswick</strong>: 60% or above in six subjects at grade 12</li>
<li><strong>Newfoundland</strong>: 65% or above in six subjects at 3,000 level</li>
<li><strong>North</strong> <strong>West</strong> <strong>Territories</strong>: 50% or above in five subjects at grade 12</li>
<li><strong>Nova</strong> <strong>Scotia</strong>: 50% or above in five subjects at grade 12</li>
<li><strong>Ontario</strong>: 60% or above in six 4U or 4M courses</li>
<li><strong>Prince</strong> <strong>Edward</strong> <strong>Island</strong>: 60% or above in five subjects at grade 12</li>
<li><strong>Quebec</strong>: The Diplome d'Etudes Collgiales (DEC) awarded after two years of study at a College D'enseignement General et Professionnel (CEGEP) is acceptable and is marked on a percentage scale with 60% as the lowest pass mark</li>
<li><strong>Saskatchewan</strong>: 65% or above in five subjects at grade 12</li>
<li><strong>Yukon</strong> <strong>Territories</strong>: A minimum of five grades Cs' at grade 12</li>
</ul>
</td>
</tr>
<tr>
<td><a href=""/courses/extended-degrees/"">Four-year degree including a foundation year</a></td>
<td>
<p>Students who fall slightly below the standard requirements for an undergraduate course may be considered for an available or appropriate foundation year degree programme.</p>
</td>
</tr>
<tr>
<td><a href=""/courses/postgraduate/"">Postgraduate</a></td>
<td>
<p>A completed bachelor's degree with Honours, from a recognised institution.</p>
<p>Grade: GPA of 5.5 or 68% (9 point scale) or GPA of 2.3 or 62% (4 point scale).</p>
</td>
</tr>
<tr>
<td><a href=""/courses/international-foundation-programme/"">International Foundation Programme</a></td>
<td>
<p>We offer <a href=""/courses/international-foundation-programme/"">pathway programmes</a> for students who may require additional foundation coursework before applying for our bachelorâs and masterâs courses.</p>
</td>
</tr>
</tbody>
</table>","<table border=""0"">
<tbody>
<tr>
<td>
<h3>Subject</h3>
</td>
<td>
<h3>Qualification/grade</h3>
</td>
</tr>
<tr>
<td>English</td>
<td>
<p>Applicants who are Canadian nationals who have completed a high school diploma with a passing grade in English language in any Canadian territory except New Brunswick and Quebec are usually exempt from submitting <a href=""/international/applying/english-language-requirements/"">English language requirements</a>.</p>
<p>If you have studied in an anglophone institution in Quebec and achieved a minimum of 60% in English language, will be exempted. Applicants who have studied a degree in Canada, excluding within Quebec and New Brunswick are exempt from English language requirements. Applicants who studied a degree in an anglophone institution in Quebec or New Brunswick are excluded from English language requirements.</p>
<p>Students who have studied within Canada but are not Canadian nationals and those who do not meet these standards must provide a Secured English Language Test (SELT) such as Academic IELTS or Pearson PTE Academic qualification. Please see our <a href=""/international/applying/english-language-requirements/"">English language requirements</a>.</p>
</td>
</tr>
<tr>
<td>Mathematics (if applicable to your course)</td>
<td>We would normally expect students to have complete mathematics as part of the their High School Diploma. Please see the undergraduate requirement indications above for the minimum score required in for each region.</td>
</tr>
</tbody>
</table>"
Chile,https://www.londonmet.ac.uk/international/applying/entry-requirements-by-country/chile/,"<table border=""0"">
<tbody>
<tr>
<td>
<h3>Type of course</h3>
</td>
<td>
<h3>Qualification/grade</h3>
</td>
</tr>
<tr>
<td><a href=""/applying/undergraduate/"">Undergraduate</a></td>
<td>
<p>Any of the following qualifications:</p>
<ul>
<li>TÃ©cnico Medio</li>
<li>Licencia de EducaciÃ³n Media</li>
<li>Licencia de EducaciÃ³n Media TÃ©cnico</li>
</ul>
<p>Grade requirement: 5-7, Bueno or Muy Bueno.</p>
<p>In addition applicants must have passed the University Entrance exam (Prueba de Aptitud Academia) with minimum score of 450.</p>
</td>
</tr>
<tr>
<td><a href=""/courses/extended-degrees/"">Four-year degree including a foundation year</a></td>
<td>Students who fall slightly below the standard requirements for an undergraduate course may be considered for an available or appropriate foundation year degree programme.</td>
</tr>
<tr>
<td><a href=""/courses/postgraduate/"">Postgraduate</a></td>
<td>
<p>Licenciatura or TÃ­tulo Profesional over 4 years or longer with grade  5-7, Bueno or Muy Bueno.</p>
</td>
</tr>
<tr>
<td><a href=""/courses/international-foundation-programme/"">International Foundation Programme</a></td>
<td>
<p>Any of the following qualifications:</p>
<ul>
<li>TÃ©cnico Medio</li>
<li>Licencia de EducaciÃ³n Media</li>
<li>Licencia de EducaciÃ³n Media TÃ©cnico</li>
</ul>
<p>Grade requirement: 4 â 4.9 or Suficiente</p>
</td>
</tr>
</tbody>
</table>","<table border=""0"">
<tbody>
<tr>
<td>
<h3>Subject</h3>
</td>
<td>
<h3>Qualification/grade</h3>
</td>
</tr>
<tr>
<td>English</td>
<td>Applicants who require a student visa must provide a Secured English Language Test (SELT) such as Academic IELTS or Pearson PTE Academic qualification. Please see our <a href=""/international/applying/english-language-requirements/"">English language requirements</a>.</td>
</tr>
<tr>
<td>Mathematics (if applicable to your course)</td>
<td>
<p>Licencia de EducaciÃ³n Media (or equivalent) qualification â grade 4+ or Suficiente, Bueno or Muy Bueno in mathematics in final year.</p>
</td>
</tr>
</tbody>
</table>"
China,https://www.londonmet.ac.uk/international/applying/entry-requirements-by-country/china/,"<table border=""0"">
<tbody>
<tr>
<td>
<h3>Type of course</h3>
</td>
<td>
<h3>Qualification/grade</h3>
</td>
</tr>
<tr>
<td><a href=""/applying/undergraduate/"">Undergraduate</a></td>
<td>
<p>We would normally expect students to have completed a recognised foundation programme, or passed the first year at a recognised university with good grades.<br/><br/>Chinese University/College Entrance examination (A level equivalent) â over 60%</p>
</td>
</tr>
<tr>
<td><a href=""/courses/extended-degrees/"">Four-year degree including a foundation year</a></td>
<td>
<p>Students who fall slightly below the standard requirements for an undergraduate course may be considered for an available or appropriate foundation year degree programme.</p>
</td>
</tr>
<tr>
<td><a href=""/courses/postgraduate/"">Postgraduate</a></td>
<td>
<p><span data-contrast=""auto"">A four-year bachelor's degree from a high-ranking Chinese institution</span><span data-ccp-props='{""201341983"":0,""335559740"":259}'> </span></p>
<p><span data-contrast=""auto"">Grade: 70% or above</span><span data-ccp-props='{""201341983"":0,""335559740"":259}'> </span></p>
<p><span data-contrast=""auto"">A three-year diploma from a high-ranking Chinese institution</span><span data-ccp-props='{""201341983"":0,""335559740"":259}'> </span></p>
<p><span data-contrast=""auto"">Grade: 80% or above and at least one yearâs relevant work experience. </span><span data-ccp-props='{""201341983"":0,""335559740"":259}'> </span></p>
</td>
</tr>
<tr>
<td><a href=""/courses/international-foundation-programme/"">International Foundation Programme</a></td>
<td>
<p>A completed Year 12 (High School Diploma)</p>
<p>Grade: 60% or above</p>
</td>
</tr>
</tbody>
</table>","<table border=""0"">
<tbody>
<tr>
<td>
<h3>Subject</h3>
</td>
<td>
<h3>Qualification/grade</h3>
</td>
</tr>
<tr>
<td>English</td>
<td>Non-EEA nationals who require a Tier 4 student visa must provide a Secured English Language Test (SELT) such as Academic IELTS or Pearson PTE Academic qualification. Please see our <a href=""/international/applying/english-language-requirements/"">English language requirements</a>.</td>
</tr>
<tr>
<td>Mathematics (if applicable to your course)</td>
<td>A pass in Mathematics on the High School Diploma in year 11 or year 12. Grade: 80% or above. </td>
</tr>
</tbody>
</table>"
Colombia,https://www.londonmet.ac.uk/international/applying/entry-requirements-by-country/colombia/,"<table border=""0"">
<tbody>
<tr>
<td>
<h3>Type of course</h3>
</td>
<td>
<h3>Qualification/grade</h3>
</td>
</tr>
<tr>
<td><a href=""/applying/undergraduate/"">Undergraduate</a></td>
<td>
<p>Students should have one of the following:</p>
<ul>
<li>TÃ­tulo de Bachillerato AcadÃ©mico</li>
<li>TÃ­tulo de Bachillerato Agropecuario</li>
<li>TÃ­tulo de Bachillerato Comercial</li>
<li>TÃ­tulo de Bachillerato Industrial</li>
<li>TÃ­tulo de Bachillerato en PromociÃ³n Social</li>
<li>TÃ­tulo de TÃ©cnico Professional</li>
<li>TÃ­tulo de Normalista Superior</li>
</ul>
<p>In addition they must have passed the Colombian university entrance exam â ICFES with 50 (Bâmedio =average).</p>
<p>Grade: 60% or 6 out of 10</p>
</td>
</tr>
<tr>
<td><a href=""/courses/extended-degrees/"">Four-year degree including a foundation year</a></td>
<td>
<p>Students who fall slightly below the standard requirements for an undergraduate course may be considered for an available or appropriate foundation year degree programme.</p>
</td>
</tr>
<tr>
<td><a href=""/courses/postgraduate/"">Postgraduate</a></td>
<td>
<p>Students with Licenciado or TÃ­tulo Profesional over four years or longer</p>
<p>Grades: 3.50 â 5.00</p>
</td>
</tr>
<tr>
<td><a href=""/courses/international-foundation-programme/"">International Foundation Programme</a></td>
<td>
<p>Students should have one of the following:</p>
<ul>
<li>TÃ­tulo de Bachillerato AcadÃ©mico</li>
<li>TÃ­tulo de Bachillerato Agropecuario</li>
<li>TÃ­tulo de Bachillerato Comercial</li>
<li>TÃ­tulo de Bachillerato Industrial</li>
<li>TÃ­tulo de Bachillerato en PromociÃ³n Social</li>
<li>TÃ­tulo de TÃ©cnico Professional</li>
<li>TÃ­tulo de Normalista Superior</li>
</ul>
<p>Grade: 60% or 6 out of 10</p>
</td>
</tr>
</tbody>
</table>","<table border=""0"">
<tbody>
<tr>
<td>
<h3>Subject</h3>
</td>
<td>
<h3>Qualification/grade</h3>
</td>
</tr>
<tr>
<td>English</td>
<td>Applicants who require a student visa must provide a Secured English Language Test (SELT) such as Academic IELTS or Pearson PTE Academic qualification. Please see our <a href=""/international/applying/english-language-requirements/"">English language requirements</a>.</td>
</tr>
<tr>
<td>Mathematics (if applicable to your course)</td>
<td>TÃ­tulo de Bachillerato AcadÃ©mico (or equivalent) qualification. Grades:  6+ (scale of 1-10) or 50+ (scale 1-100) in final year. </td>
</tr>
</tbody>
</table>"
Croatia,https://www.londonmet.ac.uk/international/applying/entry-requirements-by-country/croatia/,"<table border=""0"">
<tbody>
<tr>
<td>
<h3>Type of course</h3>
</td>
<td>
<h3>Qualification/grade</h3>
</td>
</tr>
<tr>
<td><a href=""/applying/undergraduate/"">Undergraduate</a></td>
<td>Matura (Secondary School Leaving Diploma), between grades 3/4 average </td>
</tr>
<tr>
<td><a href=""/courses/extended-degrees/"">Four-years degree including a foundation year</a></td>
<td>Students who fall slightly below the standard requirements for an undergraduate course may be considered for an available or appropriate foundation year degree programme.</td>
</tr>
<tr>
<td><a href=""/courses/postgraduate/"">Postgraduate</a></td>
<td>
<p>Baccalaureus or Visoko Obrazovanje Diploma with a grade average of minimum of 3</p>
</td>
</tr>
<tr>
<td><a href=""/courses/international-foundation-programme/"">International Foundation Programme</a></td>
<td>
<p>A minimum 2/3 in the Matura (Secondary School Leaving Diploma)</p>
</td>
</tr>
</tbody>
</table>","<table border=""0"">
<tbody>
<tr>
<td>
<h3>Subject</h3>
</td>
<td>
<h3>Qualification/grade</h3>
</td>
</tr>
<tr>
<td>English</td>
<td>Applicants who require a student visa must provide a Secured English Language Test (SELT) such as Academic IELTS or Pearson PTE Academic qualification. Please see our <a href=""/international/applying/english-language-requirements/"">English language requirements</a>.</td>
</tr>
<tr>
<td>Mathematics (if applicable to your course)</td>
<td>
<p>3 in the Matura (Secondary School Leaving Diploma)</p>
</td>
</tr>
</tbody>
</table>"
Cyprus,https://www.londonmet.ac.uk/international/applying/entry-requirements-by-country/cyprus/,"<table border=""0"">
<tbody>
<tr>
<td>
<h3>Type of course</h3>
</td>
<td>
<h3>Qualification/grade</h3>
</td>
</tr>
<tr>
<td><a href=""/applying/undergraduate/"">Undergraduate</a></td>
<td>
<p>Apolyterion: 14+ (State High School, scores out of 20)/</p>
<p>or 66%-70% (Private High School â scoring out of 100%)</p>
<p>North Cyprus Lise Diplomasi grade 4+</p>
</td>
</tr>
<tr>
<td><a href=""/courses/extended-degrees/"">Four-year degree including a foundation year</a></td>
<td>Students who fall slightly below the standard requirements for an undergraduate course may be considered for an available or appropriate foundation year degree programme.</td>
</tr>
<tr>
<td><a href=""/courses/postgraduate/"">Postgraduate</a></td>
<td>
<p>Any one of the following qualifications:</p>
<ul>
<li>Ptychio (Bachelors degree) with marks over 6.5 or GPA above 2.9 in a relevant subject</li>
<li>North Cyprus: Lisans Diplomasi (bachelor's) with GPA 2.75 or above  in a relevant subject</li>
</ul>
</td>
</tr>
<tr>
<td><a href=""/courses/international-foundation-programme/"">International Foundation Programme</a></td>
<td>
<p>Apolyterion, with grade 14 or above / 60% or above</p>
</td>
</tr>
</tbody>
</table>","<table border=""0"">
<tbody>
<tr>
<td>
<h3>Subject</h3>
</td>
<td>
<h3>Qualification/grade</h3>
</td>
</tr>
<tr>
<td>English</td>
<td>Applicants who require a student visa must provide a Secured English Language Test (SELT) such as Academic IELTS or Pearson PTE Academic qualification. Please see our <a href=""/international/applying/english-language-requirements/"">English language requirements</a>.</td>
</tr>
<tr>
<td>Mathematics (if applicable to your course)</td>
<td>
<p>Common Core Maths with grade 16+ or 70%+ or Specialisation Maths with grade 14+ or 75%+ in Apolyterion<br/>North Cyprus: Maths with grade 4+ in Devlet Lise Diplomasi / Lise Bitirme Diplomasi</p>
</td>
</tr>
</tbody>
</table>"
Czech Republic,https://www.londonmet.ac.uk/international/applying/entry-requirements-by-country/czech-republic/,"<table border=""0"">
<tbody>
<tr>
<td>
<h3>Type of course</h3>
</td>
<td>
<h3>Qualification/grade</h3>
</td>
</tr>
<tr>
<td><a href=""/applying/undergraduate/"">Undergraduate</a></td>
<td>
<p>Maturini Zkouska or VysvedcenÃ­ o MaturitnÃ­ ZkouÅ¡ce (School Leaving Certificate with Maturita from technical / vocational schools) â grade 3 or above</p>
</td>
</tr>
<tr>
<td><a href=""/courses/extended-degrees/"">Four-year degree including a foundation year</a></td>
<td>Students who fall slightly below the standard requirements for an undergraduate course may be considered for an available or appropriate foundation year degree programme.</td>
</tr>
<tr>
<td><a href=""/courses/postgraduate/"">Postgraduate</a></td>
<td>
<p>Any one of the following qualifications:</p>
<ul>
<li>BakalÃ¡r with either 'velmi dobreâ (good) or âvyborneâ (excellent) or 2/C or above (post 2004) or pre-2001 Magistr (formerly Absolvent VysokÃ© Skoly)</li>
<li>Professional title with 'velmi dobreâ (good) or âvyborneâ (excellent)</li>
</ul>
</td>
</tr>
<tr>
<td><a href=""/courses/international-foundation-programme/"">International Foundation Programme</a></td>
<td>
<p>Any one of the following qualifications:</p>
<ul>
<li>Maturini Zkouska, with Grade 4 or above</li>
<li>Vysvedceni o Maturitni Zkousce, with Grade 4 or above</li>
</ul>
</td>
</tr>
</tbody>
</table>","<table border=""0"">
<tbody>
<tr>
<td>
<h3>Subject</h3>
</td>
<td>
<h3>Qualification/grade</h3>
</td>
</tr>
<tr>
<td>English</td>
<td>Applicants who require a student visa must provide a Secured English Language Test (SELT) such as Academic IELTS or Pearson PTE Academic qualification. Please see our <a href=""/international/applying/english-language-requirements/"">English language requirements</a>.</td>
</tr>
<tr>
<td>Mathematics (if applicable to your course)</td>
<td>Minimum grade 3 (dobry/good) in maths in the final year</td>
</tr>
</tbody>
</table>"
Denmark,https://www.londonmet.ac.uk/international/applying/entry-requirements-by-country/denmark/,"<table border=""0"">
<tbody>
<tr>
<td>
<h3>Type of course</h3>
</td>
<td>
<h3>Qualification/grade</h3>
</td>
</tr>
<tr>
<td><a href=""/applying/undergraduate/"">Undergraduate</a></td>
<td>
<p>Any one of the following qualifications:</p>
<ul>
<li>Studentereksamen/Hojere Forberedeseekssamen (HF)</li>
<li>Hojere Handelseksamen (HHX)</li>
<li>IBB (International Business Baccalaureate, a Danish state approved version of the HHX)</li>
<li>Diplomingenior (previously Teknikum Ingenior)</li>
</ul>
<p>You will need the following grades:</p>
<ul>
<li>new Danish grading scale (post-2007): average grade of 7 or above out of 12</li>
<li>old Danish grading scale (pre-2007): average grade of 8 or above out of 13</li>
</ul>
</td>
</tr>
<tr>
<td><a href=""/courses/extended-degrees/"">Four-years degree including a foundation year</a></td>
<td>Students who fall slightly below the standard requirements for an undergraduate course may be considered for an available or appropriate foundation year programme.</td>
</tr>
<tr>
<td><a href=""/courses/postgraduate/"">Postgraduate</a></td>
<td>
<p>Any one of the following qualifications:</p>
<ul>
<li>bachelor's degree</li>
<li>Cand Phil</li>
<li>Danish master's degree</li>
</ul>
<p>You will need the following grades:</p>
<ul>
<li>new Danish grading scale (post-2007): grade 7 or above out of 12</li>
<li>old Danish grading scale (pre-2007): grade 9 or above out of 13</li>
</ul>
</td>
</tr>
<tr>
<td><a href=""/courses/international-foundation-programme/"">International Foundation Programme</a></td>
<td>
<p>Any one of the following qualifications:</p>
<ul>
<li>Studentereksamen/Hojere Forberedeseekssamen (HF)</li>
<li>Hojere Handelseksamen (HHX)</li>
<li>IBB (International Business Baccalaureate, a Danish state approved version of the HHX)</li>
</ul>
<p>You will need the following grades:</p>
<ul>
<li>post-March 2007: minimum aggregate grade of 2</li>
<li>pre-March 2007: minimum aggregate grade of 6</li>
</ul>
</td>
</tr>
</tbody>
</table>","<table border=""0"">
<tbody>
<tr>
<td>
<h3>Subject</h3>
</td>
<td>
<h3>Qualification/grade</h3>
</td>
</tr>
<tr>
<td>English</td>
<td>
<p>Applicants who require a student visa must provide a Secured English Language Test (SELT) such as Academic IELTS or Pearson PTE Academic qualification. Please see our <a href=""/international/applying/english-language-requirements/"">English language requirements</a>.</p>
</td>
</tr>
<tr>
<td>Mathematics (if applicable to your course)</td>
<td>
<p>Studentereksamen (or other high school leaving exams as in the undergraduate section above) with a minimum grade of 2 (post-2007) or 6 (pre-2007)</p>
</td>
</tr>
</tbody>
</table>"
Ecuador,https://www.londonmet.ac.uk/international/applying/entry-requirements-by-country/ecuador/,"<table border=""0"">
<tbody>
<tr>
<td>
<h3>Type of course</h3>
</td>
<td>
<h3>Qualification/grade</h3>
</td>
</tr>
<tr>
<td><a href=""/applying/undergraduate/"">Undergraduate</a></td>
<td>
<p>Any of the following qualifications:</p>
<ul>
<li>Bachillerato en Humanidades</li>
<li>Bachillerato en Ciencias</li>
<li>Bachillerato TÃ©cnico TecnÃ³logo</li>
<li>TÃ©cnico Superior</li>
<li>Associate degree (from American Junior College)</li>
</ul>
<p>Grade requirement: 7.5</p>
</td>
</tr>
<tr>
<td><a href=""/courses/extended-degrees/"">Four-year degree including a foundation year</a></td>
<td>Students who fall slightly below the standard requirements for an undergraduate course may be considered for an available or appropriate foundation year degree programme.</td>
</tr>
<tr>
<td><a href=""/courses/postgraduate/"">Postgraduate</a></td>
<td>
<p>Licenciatura or TÃ­tulo Profesional over 4 years or longer from a recognised Equatorial University with at least a grade 60 out of 100 or at least a grade 8 out of 10.</p>
</td>
</tr>
<tr>
<td><a href=""/courses/international-foundation-programme/"">International Foundation Programme</a></td>
<td>
<p>Any of the following qualifications:</p>
<ul>
<li>Bachillerato en Humanidades</li>
<li>Bachillerato en Ciencias</li>
<li>Bachillerato TÃ©cnico TecnÃ³logo</li>
<li>TÃ©cnico Superior</li>
<li>Associate degree (from American Junior College)</li>
</ul>
<p>Grade requirement: 12-13 (regular)</p>
</td>
</tr>
</tbody>
</table>","<table border=""0"">
<tbody>
<tr>
<td>
<h3>Subject</h3>
</td>
<td>
<h3>Qualification/grade</h3>
</td>
</tr>
<tr>
<td>English</td>
<td>Applicants who require a student visa must provide a Secured English Language Test (SELT) such as Academic IELTS or Pearson PTE Academic qualification. Please see our <a href=""/international/applying/english-language-requirements/"">English language requirements</a>.</td>
</tr>
<tr>
<td>Mathematics (if applicable to your course)</td>
<td>
<p>Bachillerato (or equivalent) qualification â grade 12 in mathematics in final year. </p>
</td>
</tr>
</tbody>
</table>"
Egypt,https://www.londonmet.ac.uk/international/applying/entry-requirements-by-country/egypt/,"<table border=""0"">
<tbody>
<tr>
<td>
<h3>Type of course</h3>
</td>
<td>
<h3>Qualification/grade</h3>
</td>
</tr>
<tr>
<td><a href=""/applying/undergraduate/"">Undergraduate</a></td>
<td>
<p>Pass in foundation year, have A levels (CCC) or a two-year diploma from Egypt<br/><br/>Diploma from Technical / Commercial / Industrial / Health institutes</p>
</td>
</tr>
<tr>
<td><a href=""/courses/extended-degrees/"">Four-year degree including a foundation year</a></td>
<td>
<p>Students who fall slightly below the standard requirements for an undergraduate course may be considered for an available or appropriate foundation year degree programme.</p>
<p> </p>
</td>
</tr>
<tr>
<td><a href=""/courses/postgraduate/"">Postgraduate</a></td>
<td>
<p>Bachelor's degree. Grade: CGPA of 2.75 or above</p>
</td>
</tr>
<tr>
<td><a href=""/courses/international-foundation-programme/"">International Foundation Programme</a></td>
<td>
<p>Thanaweya A'ama (General Secondary School Certificate) or Al-Azhar secondary School certificate. Grade: 70% or above.  </p>
</td>
</tr>
</tbody>
</table>","<table border=""0"">
<tbody>
<tr>
<td>
<h3>Subject</h3>
</td>
<td>
<h3>Qualification/grade</h3>
</td>
</tr>
<tr>
<td>English</td>
<td>
<p>Non-EEA nationals who require a Tier 4 student visa must provide a Secured English Language Test (SELT) such as Academic IELTS or Pearson PTE Academic qualification. Please see our <a href=""/international/applying/english-language-requirements/"">English language requirements</a>.</p>
</td>
</tr>
<tr>
<td>Mathematics (if applicable to your course)</td>
<td>GCSE Mathematics. Grade C or 55%. </td>
</tr>
</tbody>
</table>"
Estonia,https://www.londonmet.ac.uk/international/applying/entry-requirements-by-country/estonia/,"<table border=""0"">
<tbody>
<tr>
<td>
<h3>Type of course</h3>
</td>
<td>
<h3>Qualification/grade</h3>
</td>
</tr>
<tr>
<td><a href=""/applying/undergraduate/"">Undergraduate</a></td>
<td>
<p>Any one of the following qualifications:</p>
<ul>
<li>GÃ¼mnaasiumi Loputunnistus (Certificate of General Secondary Education)</li>
<li>LÃµputunnistus keskehariduse baasil kutseÃµppe lÃ¤bimise kohta (Certificate of Vocational Education Based on Secondary Education)</li>
<li>LÃµputunnistus keskerihariduse omandamise kohta (Certificate of Secondary Vocational Education)</li>
</ul>
<p>Plus at least two state Riigieksamitunnistus (National Examinations) passed with minimum 50% in each</p>
<p>Average marks between 3.5 and 5 (out of 5) are needed.</p>
</td>
</tr>
<tr>
<td><a href=""/courses/extended-degrees/"">Four-year degree including a foundation year</a></td>
<td>Students who fall slightly below the standard requirements for an undergraduate course may be considered for an available or appropriate foundation year degree programme.</td>
</tr>
<tr>
<td><a href=""/courses/postgraduate/"">Postgraduate</a></td>
<td>
<p>Bakalaureusekraad (bachelor's diploma) in a relevant subject with overall grades of between 5A of 3/C or above</p>
</td>
</tr>
<tr>
<td><a href=""/courses/international-foundation-programme/"">International Foundation Programme</a></td>
<td>
<p>Any one of the following:</p>
<ul>
<li>GÃ¼mnaasiumi Loputunnistus (Certificate of General Secondary Education)</li>
<li>LÃµputunnistus keskehariduse baasil kutseÃµppe lÃ¤bimise kohta (Certificate of Vocational Education Based on Secondary Education)</li>
<li>LÃµputunnistus keskerihariduse omandamise kohta (Certificate of Secondary Vocational Education)</li>
</ul>
<p>Plus at least two state Riigieksamitunnistus (National Examinations) passed with minimum 50% in each</p>
<p>Average marks of 3 are needed.</p>
</td>
</tr>
</tbody>
</table>","<table border=""0"">
<tbody>
<tr>
<td>
<h3>Subject</h3>
</td>
<td>
<h3>Qualification/grade</h3>
</td>
</tr>
<tr>
<td>English</td>
<td>
<p>Applicants who require a student visa must provide a Secured English Language Test (SELT) such as Academic IELTS or Pearson PTE Academic qualification. Please see our <a href=""/international/applying/english-language-requirements/"">English language requirements</a>.</p>
</td>
</tr>
</tbody>
</table>"
